ID	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	d
ATP5H	1.519556320792834e-98	0.48864660607904786	0.631	0.378	3.533576268371656e-94	Malignant	ATP5H	0.253
F12	1.601348674300299e-98	0.395536286242691	0.289	0.081	3.723776207217915e-94	Malignant	F12	0.20799999999999996
AADAC	2.244621768224525e-97	0.4484506149574229	0.36	0.131	5.219643459829311e-93	Malignant	AADAC	0.22899999999999998
SERPINA6	2.65040208681873e-97	0.510392215017508	0.418	0.175	6.163245012688274e-93	Malignant	SERPINA6	0.243
CES2	9.29859105869433e-97	0.37968079635166474	0.305	0.093	2.1622943647887796e-92	Malignant	CES2	0.212
EBP	1.501131879487492e-96	0.5096441140129158	0.529	0.283	3.490732072560214e-92	Malignant	EBP	0.24600000000000005
SEC61G	1.5493295303326236e-96	0.5760581099117696	0.858	0.701	3.602810889835483e-92	Malignant	SEC61G	0.15700000000000003
SULT2A1	2.3884675502879776e-96	0.2619628032875345	0.371	0.156	5.554142441439663e-92	Malignant	SULT2A1	0.215
ANAPC11	3.2469426368790906e-96	0.4385766011555461	0.85	0.655	7.550440407798637e-92	Malignant	ANAPC11	0.19499999999999995
ASPH	3.965848978766731e-96	0.3855263824555589	0.315	0.1	9.222185215224157e-92	Malignant	ASPH	0.215
PPIC	4.296533684050632e-96	0.34181376334625524	0.271	0.071	9.991159428891341e-92	Malignant	PPIC	0.2
ATP5C1	1.2772956882170828e-95	0.45755844919073896	0.668	0.416	2.9702233933800044e-91	Malignant	ATP5C1	0.25200000000000006
POLR2F	7.309378344796108e-95	0.42034052574864034	0.608	0.355	1.699722840298887e-90	Malignant	POLR2F	0.253
EIF6	1.899931640108224e-94	0.4176582986747308	0.625	0.372	4.418101035907664e-90	Malignant	EIF6	0.253
COX6B1	2.1162000687233155e-94	0.42003394635013924	0.963	0.884	4.921011639809198e-90	Malignant	COX6B1	0.07899999999999996
SORD	3.163904252187733e-94	0.3686339867691403	0.353	0.13	7.357342948037354e-90	Malignant	SORD	0.22299999999999998
ARPC1A	2.7246417186556285e-92	0.3956732655500954	0.358	0.136	6.335881852561799e-88	Malignant	ARPC1A	0.22199999999999998
ZNHIT1	5.6016432176031595e-92	0.28222649197539806	0.697	0.448	1.3026061138214386e-87	Malignant	ZNHIT1	0.24899999999999994
GJB1	2.922141369728748e-91	0.31252417037759495	0.303	0.098	6.79514754116723e-87	Malignant	GJB1	0.205
PRDX4	3.589492834292042e-91	0.4247095820206863	0.454	0.213	8.347006636862714e-87	Malignant	PRDX4	0.24100000000000002
SHFM1	5.148195872884218e-91	0.47637536575714157	0.721	0.488	1.197161468280496e-86	Malignant	SHFM1	0.23299999999999998
FAM213A	2.4318330776137808e-89	0.3442862247116067	0.318	0.109	5.654984638683085e-85	Malignant	FAM213A	0.20900000000000002
ATP5J	2.9546290129786374e-89	0.5244452129757551	0.768	0.557	6.870694306780523e-85	Malignant	ATP5J	0.21099999999999997
MRPS21	1.282228900453917e-88	0.37738980175020154	0.74	0.508	2.9816950851155385e-84	Malignant	MRPS21	0.23199999999999998
TMCO1	1.8685994150756846e-88	0.4262304234532811	0.68	0.447	4.345241079816997e-84	Malignant	TMCO1	0.23300000000000004
CYSTM1	7.703494877556832e-88	0.28289684250126457	0.589	0.344	1.791370698827066e-83	Malignant	CYSTM1	0.245
GSTA2	1.3982702579306672e-87	0.5136904793692483	0.294	0.094	3.2515376577919736e-83	Malignant	GSTA2	0.19999999999999998
DDT	1.6973209658895773e-87	0.36349155359330454	0.828	0.625	3.946950174079623e-83	Malignant	DDT	0.20299999999999996
GOLT1A	1.9635031794247174e-87	0.28386395494013567	0.258	0.071	4.565930293434238e-83	Malignant	GOLT1A	0.187
ROMO1	6.475368200947771e-87	0.37715026555128905	0.818	0.611	1.5057821214483946e-82	Malignant	ROMO1	0.20699999999999996
MRPL24	1.5145495044805658e-86	0.3426931926422406	0.367	0.147	3.521933417719108e-82	Malignant	MRPL24	0.22
FMO5	1.8942889963189408e-86	0.435626978601089	0.353	0.138	4.404979632040065e-82	Malignant	FMO5	0.21499999999999997
CMBL	2.8014459300684426e-85	0.33004791784966875	0.314	0.111	6.514482365781156e-81	Malignant	CMBL	0.203
TATDN1	1.7169682275601043e-84	0.3531673317020295	0.316	0.114	3.992637916368267e-80	Malignant	TATDN1	0.202
FUOM	2.4818637824068737e-84	0.3583144360575625	0.413	0.187	5.771326039608944e-80	Malignant	FUOM	0.22599999999999998
NQO2	1.0969499895991771e-83	0.3413998210748441	0.306	0.107	2.5508475058139267e-79	Malignant	NQO2	0.199
FIS1	1.905294155876528e-83	0.2968803675698465	0.649	0.408	4.430571030075278e-79	Malignant	FIS1	0.24100000000000005
NQO1	2.9296797826547557e-83	0.7782930275998778	0.251	0.078	6.812677366585369e-79	Malignant	NQO1	0.173
TMEM14B	4.759847097581219e-83	0.3507834845646961	0.638	0.402	1.1068548440715366e-78	Malignant	TMEM14B	0.236
SSR3	1.0386475685700074e-82	0.3765962211344821	0.628	0.392	2.415271055952695e-78	Malignant	SSR3	0.236
AK4	1.1273025898207212e-82	0.2804587440485151	0.251	0.071	2.621429442369105e-78	Malignant	AK4	0.18
VDAC1	3.440007108101451e-82	0.3791023260204178	0.752	0.534	7.999392529179114e-78	Malignant	VDAC1	0.21799999999999997
GPX2	1.4860355925469339e-81	0.7869863692975309	0.404	0.202	3.45562716690864e-77	Malignant	GPX2	0.202
PTMS	6.282698787916399e-81	0.31808693830085844	0.613	0.379	1.4609787761420796e-76	Malignant	PTMS	0.23399999999999999
SCP2	6.375559497735566e-81	0.3615219410130186	0.782	0.571	1.4825726056034286e-76	Malignant	SCP2	0.21100000000000008
SLC22A18	6.831147707480012e-81	0.30076677017739095	0.252	0.073	1.588515087897402e-76	Malignant	SLC22A18	0.179
C3	3.9637059239252e-80	0.25133190838185104	0.528	0.3	9.217201755495661e-76	Malignant	C3	0.22800000000000004
F5	3.986922103553978e-80	0.4738162949947447	0.267	0.084	9.27118865960442e-76	Malignant	F5	0.183
POLR2K	2.1920912124618342e-79	0.3953321498371303	0.708	0.489	5.097488905458749e-75	Malignant	POLR2K	0.21899999999999997
TMEM14C	3.0193268828044687e-79	0.3254531719775957	0.568	0.332	7.021142733273512e-75	Malignant	TMEM14C	0.23599999999999993
SLC25A39	5.911888208654145e-79	0.37245154187812424	0.371	0.164	1.374750484040435e-74	Malignant	SLC25A39	0.207
DNPH1	1.1800808587873176e-78	0.42157862921863776	0.51	0.283	2.7441600290240285e-74	Malignant	DNPH1	0.22700000000000004
LAMTOR5	1.8093767079520603e-78	0.34751166831185354	0.722	0.501	4.207524596671721e-74	Malignant	LAMTOR5	0.22099999999999997
CMTM8	2.168907253576854e-78	0.2931791082345951	0.253	0.075	5.043576927467617e-74	Malignant	CMTM8	0.178
APOA1BP	3.171299765586911e-78	0.3178872432982226	0.289	0.101	7.374540474895802e-74	Malignant	APOA1BP	0.18799999999999997
LAPTM4A	4.700868745603137e-78	0.2862152650721721	0.765	0.546	1.0931400181025535e-73	Malignant	LAPTM4A	0.21899999999999997
UQCRB	5.008310440383231e-78	0.5061915767789302	0.955	0.931	1.1646325098067167e-73	Malignant	UQCRB	0.02399999999999991
ACSM2B	2.016785545680519e-77	0.3217139281218414	0.259	0.081	4.689833107925479e-73	Malignant	ACSM2B	0.178
REEP6	5.449722765012362e-77	0.2841511086033407	0.277	0.094	1.2672785317759747e-72	Malignant	REEP6	0.18300000000000002
MSMO1	1.590706045604116e-76	0.4082985879658879	0.318	0.124	3.6990278384478114e-72	Malignant	MSMO1	0.194
GRN	3.309819436814721e-76	0.2635948683778604	0.483	0.264	7.696654118368951e-72	Malignant	GRN	0.21899999999999997
SOD2	2.0488433757970445e-75	0.34863628221686516	0.643	0.414	4.764380386078448e-71	Malignant	SOD2	0.22900000000000004
FAH	2.1226695938012422e-75	0.2508714266442387	0.316	0.13	4.936055873425409e-71	Malignant	FAH	0.186
CCT3	2.3489861809269523e-75	0.37322438105792977	0.595	0.369	5.462332465127535e-71	Malignant	CCT3	0.22599999999999998
NDUFA4	2.8297721721800207e-75	0.40399146031064337	0.973	0.916	6.58035220918742e-71	Malignant	NDUFA4	0.05699999999999994
TPD52	6.361950344837863e-75	0.35342441802319863	0.362	0.16	1.4794079331885965e-70	Malignant	TPD52	0.20199999999999999
ATP5B	1.0354762913544743e-74	0.39449717537163886	0.731	0.516	2.4078965679156946e-70	Malignant	ATP5B	0.21499999999999997
SNRPE	1.253810320696538e-74	0.3632979429741585	0.765	0.56	2.9156105197477295e-70	Malignant	SNRPE	0.20499999999999996
RAB2A	1.600090578356313e-74	0.34461554407964046	0.563	0.335	3.72085063090977e-70	Malignant	RAB2A	0.22799999999999992
MMAB	2.1271284807166702e-74	0.31300295580307036	0.285	0.102	4.946424569058545e-70	Malignant	MMAB	0.183
CERS2	7.071261201894653e-74	0.41926724144978444	0.371	0.172	1.6443510798885826e-69	Malignant	CERS2	0.199
UGT2B7	1.717726971413958e-73	0.32967642449209805	0.291	0.108	3.994402299326018e-69	Malignant	UGT2B7	0.183
MRPL12	1.9873972405704395e-73	0.40326619285588255	0.388	0.19	4.6214935432225e-69	Malignant	MRPL12	0.198
CTSA	8.054832533492343e-73	0.3952693421340703	0.421	0.211	1.8730707573383093e-68	Malignant	CTSA	0.21
CPB2	1.0740372453167966e-72	0.3860681245623967	0.434	0.221	2.4975662102596787e-68	Malignant	CPB2	0.213
PON3	1.140621168121702e-72	0.29585803454971316	0.265	0.09	2.652400464350206e-68	Malignant	PON3	0.17500000000000002
XBP1	1.861751613088795e-72	0.36205250245496423	0.552	0.328	4.329317201076684e-68	Malignant	XBP1	0.22400000000000003
APCS	2.4653001687413293e-72	0.47764887698204794	0.554	0.329	5.732809012391087e-68	Malignant	APCS	0.22500000000000003
BAAT	3.8139946268178956e-72	0.36982206445453636	0.401	0.195	8.869063105202335e-68	Malignant	BAAT	0.20600000000000002
SQLE	4.086520163346958e-72	0.38337759770672253	0.284	0.105	9.502793987847016e-68	Malignant	SQLE	0.179
FKBP2	8.420500683512644e-72	0.33582507303096554	0.61	0.386	1.95810322894403e-67	Malignant	FKBP2	0.22399999999999998
COPRS	1.94378420780463e-71	0.3015185968913397	0.302	0.116	4.520075796828886e-67	Malignant	COPRS	0.186
NOP10	2.5650818774005233e-71	0.29834333217389486	0.786	0.585	5.964841397707177e-67	Malignant	NOP10	0.20100000000000007
IGFBP1	3.1467341767030326e-71	0.6571418833796979	0.374	0.175	7.317415654505232e-67	Malignant	IGFBP1	0.199
SLIRP	4.8169611882062885e-71	0.3867954510288557	0.714	0.511	1.1201361547054903e-66	Malignant	SLIRP	0.20299999999999996
AFP	5.005877864836873e-71	0.906535397969385	0.265	0.094	1.1640668386891663e-66	Malignant	AFP	0.171
TUBB2A	7.143921170327801e-71	0.3498154862507973	0.283	0.106	1.661247428948027e-66	Malignant	TUBB2A	0.177
ATP5G3	4.835278118463144e-70	0.3943162649883163	0.766	0.568	1.1243955736674196e-65	Malignant	ATP5G3	0.19800000000000006
TMEM37	7.336527625777188e-70	0.2710738023546163	0.258	0.087	1.7060361340982272e-65	Malignant	TMEM37	0.171
PHPT1	4.5331038856726166e-69	0.4455068964080279	0.643	0.448	1.0541279775743102e-64	Malignant	PHPT1	0.195
HPN	1.1302144766619263e-68	0.2752826936838839	0.261	0.092	2.6282007440296434e-64	Malignant	HPN	0.169
TPM1	1.285356673577506e-68	0.3091532420024107	0.378	0.183	2.9889684087371324e-64	Malignant	TPM1	0.195
TMEM230	1.0450113996599576e-67	0.33548733158919875	0.623	0.41	2.4300695087692654e-63	Malignant	TMEM230	0.21300000000000002
SLC50A1	1.1987085731802904e-67	0.3038957121608775	0.264	0.098	2.7874769160734473e-63	Malignant	SLC50A1	0.166
PDIA6	5.116206453534535e-67	0.4178239845145173	0.745	0.559	1.1897226487049208e-62	Malignant	PDIA6	0.18599999999999994
ATP5I	6.353330394068025e-67	0.42874269668163145	0.801	0.629	1.4774034498365787e-62	Malignant	ATP5I	0.17200000000000004
CHPT1	6.651707374362515e-67	0.2564526282802551	0.284	0.11	1.5467880328342593e-62	Malignant	CHPT1	0.174
EFNA1	1.0063353748530585e-66	0.3876727674123634	0.299	0.12	2.340132280683302e-62	Malignant	EFNA1	0.179
PRDX5	1.545291618776081e-66	0.285234227563558	0.831	0.65	3.593421130301899e-62	Malignant	PRDX5	0.18099999999999994
SEC61B	3.084196576149669e-66	0.3825421893354235	0.864	0.72	7.171990718178441e-62	Malignant	SEC61B	0.14400000000000002
C5	3.2960465242539923e-66	0.34231737767946635	0.25	0.086	7.664626587500234e-62	Malignant	C5	0.164
RNF181	1.0505877741622535e-65	0.3231374623668466	0.603	0.391	2.4430368100369043e-61	Malignant	RNF181	0.21199999999999997
PHB	1.4816546885543594e-65	0.413981591326842	0.542	0.337	3.445439812764307e-61	Malignant	PHB	0.20500000000000002
RPN2	1.5196413955111102e-65	0.374453026674057	0.539	0.332	3.5337741011215356e-61	Malignant	RPN2	0.20700000000000002
TMEM205	4.034109819503683e-65	0.32305834424038143	0.422	0.22	9.380918974273864e-61	Malignant	TMEM205	0.20199999999999999
TCEA3	7.800135549396162e-65	0.25732724292029074	0.286	0.113	1.8138435206565836e-60	Malignant	TCEA3	0.173
TDO2	1.7567582808876037e-64	0.27433654612489333	0.329	0.16	4.085165706376034e-60	Malignant	TDO2	0.169
NGFRAP1	2.1670598538490923e-64	0.4649949504689465	0.35	0.171	5.039280984140679e-60	Malignant	NGFRAP1	0.17899999999999996
CNPY2	2.3013330843888817e-64	0.35632103177541635	0.449	0.251	5.351519954437906e-60	Malignant	CNPY2	0.198
HINT1	3.780643513540309e-64	0.41939535861943567	0.982	0.961	8.791508426386634e-60	Malignant	HINT1	0.02100000000000002
C4BPA	5.49748101047132e-64	0.38600259669941317	0.306	0.128	1.2783842341750008e-59	Malignant	C4BPA	0.178
SPCS1	8.985820015631871e-64	0.3501170235454174	0.801	0.636	2.0895625864350353e-59	Malignant	SPCS1	0.16500000000000004
MGST2	5.325508302849101e-62	0.26006350367398046	0.416	0.223	1.2383937007445299e-57	Malignant	MGST2	0.19299999999999998
CANX	5.353359806022435e-62	0.4005734442491974	0.658	0.463	1.244870289292457e-57	Malignant	CANX	0.195
LEAP2	6.6787013005700875e-62	0.5590345796807288	0.375	0.187	1.5530652004345682e-57	Malignant	LEAP2	0.188
YIF1A	9.456475075224841e-62	0.30227122182784527	0.346	0.163	2.1990087139927845e-57	Malignant	YIF1A	0.18299999999999997
RPL30	9.72308329413326e-62	0.6200432244426346	0.991	0.989	2.2610057892177483e-57	Malignant	RPL30	0.0020000000000000018
C14orf2	1.115707975635539e-61	0.3822308404516488	0.779	0.597	2.5944673265428825e-57	Malignant	C14orf2	0.18200000000000005
ISOC2	1.1802354370803884e-61	0.25372454776982656	0.357	0.173	2.744519485386735e-57	Malignant	ISOC2	0.184
NDUFA1	1.996438468159854e-61	0.37861471091009746	0.906	0.797	4.642518013858925e-57	Malignant	NDUFA1	0.10899999999999999
TST	2.078382564418732e-61	0.30130812647881766	0.315	0.139	4.833070815299319e-57	Malignant	TST	0.176
ECI2	2.630828763946365e-61	0.33548017987787426	0.419	0.223	6.117729207680877e-57	Malignant	ECI2	0.19599999999999998
FAM195A	8.699354163291044e-61	0.2599905918656157	0.263	0.1	2.0229478171316994e-56	Malignant	FAM195A	0.163
HMGCS1	1.9923084212744325e-60	0.43141344147029576	0.291	0.128	4.632914002831566e-56	Malignant	HMGCS1	0.16299999999999998
NDUFS2	1.2326371435933966e-58	0.3475855582540174	0.483	0.29	2.8663744137120846e-54	Malignant	NDUFS2	0.193
C1R	1.3826552213217919e-58	0.3660289851547525	0.346	0.166	3.2152264516616946e-54	Malignant	C1R	0.17999999999999997
LACTB2	3.5968203440381825e-58	0.25785796618327084	0.252	0.096	8.364046028026389e-54	Malignant	LACTB2	0.156
ECH1	2.0057775252541788e-57	0.32302165406155803	0.756	0.583	4.664235057226068e-53	Malignant	ECH1	0.17300000000000004
PFDN6	3.0613702137581787e-57	0.31892791671587484	0.361	0.186	7.118910295073269e-53	Malignant	PFDN6	0.175
STRA13	3.4490260692691864e-56	0.4608367972567145	0.35	0.192	8.020365221478566e-52	Malignant	STRA13	0.15799999999999997
SSBP1	7.132742391401857e-56	0.30683074801042753	0.638	0.443	1.6586479156965877e-51	Malignant	SSBP1	0.195
COA4	7.593818072679681e-56	0.2744911873589478	0.341	0.166	1.7658664546209332e-51	Malignant	COA4	0.17500000000000002
PROC	9.071909721484922e-56	0.26294355656785984	0.288	0.126	2.1095818866341037e-51	Malignant	PROC	0.16199999999999998
RPL8	1.0063353753298016e-55	0.6089997491323174	0.985	0.988	2.3401322817919206e-51	Malignant	RPL8	-0.0030000000000000027
UQCC2	2.0239628095504976e-55	0.3171922190325979	0.421	0.239	4.7065231173287274e-51	Malignant	UQCC2	0.182
USMG5	2.8961786771473688e-55	0.3907039118272311	0.784	0.614	6.734773895838491e-51	Malignant	USMG5	0.17000000000000004
POLR2L	3.402602513573753e-55	0.3595403817091809	0.899	0.783	7.912411885064405e-51	Malignant	POLR2L	0.11599999999999999
SDF2L1	4.1069914661265916e-55	0.44494942490477973	0.371	0.221	9.550397955330776e-51	Malignant	SDF2L1	0.15
MRPL55	6.065156668028105e-55	0.3332504197812552	0.443	0.26	1.4103915315832554e-50	Malignant	MRPL55	0.183
BOLA3	7.488631540213734e-55	0.2902853926964449	0.355	0.179	1.7414063783613016e-50	Malignant	BOLA3	0.176
MRPS15	9.575136782661467e-55	0.31706458466315723	0.435	0.252	2.2266023074400976e-50	Malignant	MRPS15	0.183
CISD1	9.947070139438501e-55	0.27718643785009556	0.33	0.159	2.313091690225029e-50	Malignant	CISD1	0.171
NDUFB5	1.1076319209874878e-54	0.3108372738958386	0.519	0.329	2.575687269064304e-50	Malignant	NDUFB5	0.19
MKKS	3.115942263220626e-54	0.2797200619821298	0.305	0.14	7.245812138893243e-50	Malignant	MKKS	0.16499999999999998
ARL6IP4	7.81126667006867e-54	0.31764201840624273	0.582	0.389	1.8164319514577686e-49	Malignant	ARL6IP4	0.19299999999999995
UQCRH	7.975766518584219e-54	0.3291748156054197	0.906	0.796	1.8546847462315743e-49	Malignant	UQCRH	0.10999999999999999
MRPL41	6.328314631696983e-53	0.28908039120138407	0.547	0.355	1.4715862844548164e-48	Malignant	MRPL41	0.19200000000000006
ST13	1.866173268513111e-52	0.2554725665342421	0.769	0.596	4.339599318600388e-48	Malignant	ST13	0.17300000000000004
GLO1	2.6843497213298924e-52	0.35467980923752385	0.417	0.245	6.242186841980532e-48	Malignant	GLO1	0.172
SERF2	6.72370035152186e-52	0.35716218958237755	0.995	0.992	1.5635292797428934e-47	Malignant	SERF2	0.0030000000000000027
PXMP2	1.0713825815215311e-51	0.3359750161169525	0.371	0.198	2.4913930550701685e-47	Malignant	PXMP2	0.173
CHMP2A	4.136398574569412e-50	0.26755349456714117	0.568	0.38	9.618781245303711e-46	Malignant	CHMP2A	0.18799999999999994
MTCH2	4.238793315753962e-50	0.2949201770031601	0.406	0.231	9.856889976454263e-46	Malignant	MTCH2	0.17500000000000002
LINC00493	7.075124702290235e-50	0.31619292321138914	0.404	0.231	1.6452494982705714e-45	Malignant	LINC00493	0.17300000000000001
LAGE3	8.130076511944954e-50	0.2653262537115627	0.321	0.159	1.8905679920876796e-45	Malignant	LAGE3	0.162
COX6A1	1.707822916043928e-49	0.30240608732168917	0.938	0.87	3.9713714089685504e-45	Malignant	COX6A1	0.06799999999999995
MRPL36	2.2718509161380415e-49	0.2587405849483267	0.335	0.171	5.282962120387402e-45	Malignant	MRPL36	0.164
ERGIC3	2.461898591864729e-49	0.2933130713388833	0.498	0.315	5.72489898552224e-45	Malignant	ERGIC3	0.183
C1orf43	2.8180760537106534e-49	0.3106412099484911	0.482	0.303	6.553154055298754e-45	Malignant	C1orf43	0.179
RHOC	4.3877905418761066e-49	0.2959707619798957	0.495	0.312	1.0203368126078698e-44	Malignant	RHOC	0.183
PSMB3	4.843479790593455e-49	0.26437284520138626	0.826	0.673	1.126302790504602e-44	Malignant	PSMB3	0.15299999999999991
ATPIF1	5.871288404765968e-49	0.28103618158996313	0.698	0.519	1.3653094056442782e-44	Malignant	ATPIF1	0.17899999999999994
GCHFR	8.901929282582536e-49	0.279457862807112	0.381	0.21	2.070054635371743e-44	Malignant	GCHFR	0.171
DPM3	1.4392855138769803e-48	0.2781947006110318	0.342	0.182	3.34691453396953e-44	Malignant	DPM3	0.16000000000000003
HTATIP2	3.0348677201282884e-48	0.26103582072804443	0.331	0.17	7.057281396386322e-44	Malignant	HTATIP2	0.161
UQCR10	7.298246172495997e-48	0.302382859307438	0.916	0.818	1.6971341649522191e-43	Malignant	UQCR10	0.09800000000000009
SELENOP	7.657081731925819e-48	0.644316528253244	0.259	0.169	1.78057778594203e-43	Malignant	SELENOP	0.09
RRBP1	1.1724834690542417e-47	0.35056633047477764	0.315	0.164	2.7264930589387337e-43	Malignant	RRBP1	0.151
MRPS33	1.4591733056296648e-47	0.27935266445070356	0.395	0.225	3.3931616049112226e-43	Malignant	MRPS33	0.17
POR	4.332631766967511e-47	0.27014705735106503	0.31	0.154	1.0075101910906249e-42	Malignant	POR	0.156
NHP2	7.435130260258855e-47	0.30656023326438264	0.479	0.305	1.728965190720594e-42	Malignant	NHP2	0.174
TMEM141	2.9886185301629635e-46	0.35187601263444795	0.378	0.22	6.949733530040955e-42	Malignant	TMEM141	0.158
TMEM147	3.0483698114896383e-46	0.26692647091088145	0.372	0.207	7.088679159638005e-42	Malignant	TMEM147	0.165
COPE	3.936030698550489e-46	0.2703087356066598	0.755	0.593	9.152845786409307e-42	Malignant	COPE	0.16200000000000003
MRPL14	4.971116743593831e-46	0.28448718328197165	0.439	0.268	1.1559834875553095e-41	Malignant	MRPL14	0.17099999999999999
RPS7	1.2462499629415645e-45	0.3144864462151227	0.985	0.982	2.898029663824314e-41	Malignant	RPS7	0.0030000000000000027
TMED9	1.8748420381001762e-45	0.2906028189673071	0.552	0.377	4.3597576753981496e-41	Malignant	TMED9	0.17500000000000004
HACD3	2.057857949469623e-45	0.26104643810417494	0.313	0.16	4.785342875696661e-41	Malignant	HACD3	0.153
SMIM14	2.3122487320308035e-45	0.25567587359501337	0.35	0.191	5.376903201464431e-41	Malignant	SMIM14	0.15899999999999997
COX7A2	1.852448635658005e-44	0.31520062330840837	0.94	0.915	4.307684057359125e-40	Malignant	COX7A2	0.02499999999999991
HSP90B1	2.0256757122507663e-44	0.44973615647175635	0.829	0.715	4.710506301267932e-40	Malignant	HSP90B1	0.11399999999999999
NAA20	2.182452624898875e-44	0.2590923530402046	0.391	0.227	5.075075333939844e-40	Malignant	NAA20	0.164
CALR	2.597114953006634e-44	0.3069378256798605	0.798	0.65	6.039331111721627e-40	Malignant	CALR	0.14800000000000002
VIMP	5.313075483779544e-44	0.2857129312012556	0.326	0.173	1.2355025729980952e-39	Malignant	VIMP	0.15300000000000002
BHMT	5.622242312072498e-44	0.3599440899907589	0.259	0.12	1.3073962272493386e-39	Malignant	BHMT	0.139
TIMM13	7.541147776115757e-44	0.26129887520891903	0.452	0.282	1.7536185038579582e-39	Malignant	TIMM13	0.17000000000000004
AKR1A1	1.3864348129585245e-43	0.2889350468562659	0.44	0.274	3.224015514053753e-39	Malignant	AKR1A1	0.16599999999999998
PTGES3	2.7008997729668323e-43	0.27959896595664024	0.839	0.704	6.280672332057072e-39	Malignant	PTGES3	0.135
MRPL13	9.501561722510196e-43	0.3100134403669562	0.436	0.279	2.209493162952521e-38	Malignant	MRPL13	0.15699999999999997
COX7A2L	2.1988864678502145e-42	0.2648164336844453	0.599	0.429	5.113290592338889e-38	Malignant	COX7A2L	0.16999999999999998
PDIA3	4.5506983520188526e-42	0.29670452019456306	0.71	0.548	1.058219394778464e-37	Malignant	PDIA3	0.16199999999999992
WDR45B	4.6727023149892077e-42	0.25997799632818563	0.25	0.119	1.0865901963275904e-37	Malignant	WDR45B	0.131
C20orf24	7.228986229744412e-42	0.3329423325499357	0.378	0.236	1.6810284578647654e-37	Malignant	C20orf24	0.14200000000000002
CPS1	8.444249215272934e-42	0.3328990557034657	0.28	0.14	1.963625712519568e-37	Malignant	CPS1	0.14
CNIH4	1.5332492672730246e-41	0.2661378604598692	0.363	0.209	3.5654178461166912e-37	Malignant	CNIH4	0.154
CCL20	1.7046223213943226e-40	0.3636696234941267	0.279	0.14	3.9639287461703576e-36	Malignant	CCL20	0.139
TXNDC17	2.9388745736585235e-40	0.2511841914151818	0.534	0.367	6.83405893358553e-36	Malignant	TXNDC17	0.16700000000000004
A1BG	4.445147255564642e-40	0.5407491548864134	0.307	0.165	1.0336745428090019e-35	Malignant	A1BG	0.142
RAB5C	5.2231604812534864e-39	0.28781541405335664	0.436	0.29	1.2145937383106857e-34	Malignant	RAB5C	0.14600000000000002
ERP29	7.433827593723649e-39	0.2530923848606732	0.7	0.547	1.7286622686444973e-34	Malignant	ERP29	0.15299999999999991
IFI27	1.1344317851342195e-38	0.615578915819129	0.341	0.206	2.638007673151114e-34	Malignant	IFI27	0.13500000000000004
NDUFB2	1.141774010305467e-38	0.2791295248942167	0.879	0.775	2.655081283564333e-34	Malignant	NDUFB2	0.10399999999999998
GSTK1	3.456169346093394e-38	0.2744358816465109	0.707	0.559	8.036976197405579e-34	Malignant	GSTK1	0.1479999999999999
ATP1B1	3.996721363114685e-36	0.3306287422530543	0.427	0.274	9.293975857786889e-32	Malignant	ATP1B1	0.15299999999999997
GTF2H5	4.0968276907758804e-36	0.25132440328461736	0.428	0.276	9.526763112130232e-32	Malignant	GTF2H5	0.15199999999999997
IER3IP1	1.2616796427061246e-34	0.2592413723945247	0.41	0.275	2.933909841148822e-30	Malignant	IER3IP1	0.13499999999999995
CAPZA2	1.870980570549663e-34	0.27992457819616856	0.508	0.361	4.3507782187561864e-30	Malignant	CAPZA2	0.14700000000000002
ENO1	2.2521114288319946e-34	0.34296644051075775	0.894	0.825	5.23705991660592e-30	Malignant	ENO1	0.06900000000000006
SPON2	2.3904822513138203e-34	0.2718446786972369	0.284	0.157	5.5588274272051574e-30	Malignant	SPON2	0.12699999999999997
HSPA9	7.89630461783972e-34	0.25955266108223474	0.469	0.321	1.8362066758324484e-29	Malignant	HSPA9	0.14799999999999996
MANF	1.841292289046743e-33	0.2815992462229706	0.389	0.249	4.281741088949296e-29	Malignant	MANF	0.14
TCEB1	2.073485090781606e-33	0.30511621732409056	0.411	0.283	4.8216822301035463e-29	Malignant	TCEB1	0.128
EIF3E	2.2217415404802203e-33	0.4086264542802849	0.785	0.698	5.166437778232704e-29	Malignant	EIF3E	0.08700000000000008
RHEB	4.176393059241841e-33	0.292425556119689	0.512	0.367	9.711784419960977e-29	Malignant	RHEB	0.14500000000000002
PUF60	4.942958792034037e-33	0.26128802702407744	0.413	0.279	1.149435637499595e-28	Malignant	PUF60	0.13399999999999995
ALDOA	1.162087705682028e-32	0.579712137672503	0.649	0.508	2.702318750792988e-28	Malignant	ALDOA	0.14100000000000001
DYNLL1	2.207962520064106e-32	0.29321288466633133	0.881	0.781	5.1343960441570725e-28	Malignant	DYNLL1	0.09999999999999998
SEP15	5.470426157978554e-32	0.27663224850460777	0.373	0.244	1.272092898776333e-27	Malignant	SEP15	0.129
ATP5E	2.530482973513108e-31	0.290625937359577	0.838	0.726	5.884385106607381e-27	Malignant	ATP5E	0.11199999999999999
TMEM123	1.1630056291203302e-28	0.37750524536513874	0.464	0.352	2.7044532899564158e-24	Malignant	TMEM123	0.11200000000000004
CYCS	1.9625053601454838e-28	0.2673116124181334	0.816	0.706	4.563609964482308e-24	Malignant	CYCS	0.10999999999999999
