UMAP_1	UMAP_2	CellType_final	RRM2_Group	cell_id
-0.546628187	-4.239337388	Malignant	RRM2high	cell32187
-0.826398174	-3.81953353	Malignant	RRM2high	cell32188
-0.608432392	-4.293064061	Malignant	RRM2high	cell32189
-2.315752397	-4.463448945	Malignant	RRM2high	cell32190
-1.495402584	-4.329978886	Malignant	RRM2high	cell32191
-0.966403256	-3.926239672	Malignant	RRM2high	cell32192
-1.629017721	-3.627378884	Malignant	RRM2high	cell32193
-2.434042702	-5.020193043	Malignant	RRM2high	cell32194
-2.388782511	-4.278763238	Malignant	RRM2high	cell32195
-2.519196759	-5.461249772	Malignant	RRM2high	cell32196
-1.531488071	-4.326027337	Malignant	RRM2high	cell32197
-1.974657545	-5.597073498	Malignant	RRM2high	cell32198
-0.429499975	-4.202418986	nonMalignant	RRM2high	cell32199
-2.540653	-5.851526204	Malignant	RRM2high	cell32200
-1.956216107	-3.664167347	Malignant	RRM2high	cell32201
-0.894698868	-3.669313136	Malignant	RRM2high	cell32202
-1.689605246	-4.138679448	nonMalignant	RRM2high	cell32203
-0.59246468	-5.503955784	Malignant	RRM2high	cell32204
-1.292651067	-4.254029933	Malignant	RRM2high	cell32205
-1.119527231	-3.947039547	Malignant	RRM2high	cell32206
-2.602433453	-5.238717976	Malignant	RRM2high	cell32207
-4.547439585	-3.229783717	Malignant	RRM2high	cell32208
-2.941036711	-5.032932225	Malignant	RRM2high	cell32209
-2.833873043	-5.321914616	Malignant	RRM2high	cell32210
-0.476692083	-4.143658343	Malignant	RRM2high	cell32211
-0.258519019	-4.732820454	Malignant	RRM2high	cell32212
-2.446813832	-3.652089062	Malignant	RRM2high	cell32213
-2.794490109	-5.844050828	Malignant	RRM2high	cell32214
-0.439152929	-4.474292222	Malignant	RRM2high	cell32215
-2.512605677	-4.626102868	Malignant	RRM2high	cell32216
-1.740840922	-3.520586196	Malignant	RRM2high	cell32217
-2.655242691	-5.64656252	Malignant	RRM2high	cell32218
-0.462438318	-4.198766652	nonMalignant	RRM2high	cell32219
-0.263299289	-4.574057046	nonMalignant	RRM2high	cell32220
-2.501587162	-4.786807957	Malignant	RRM2high	cell32221
-2.800662766	-4.945580903	Malignant	RRM2high	cell32222
-1.463356505	-4.396862927	Malignant	RRM2high	cell32223
-2.66850997	-5.037863198	Malignant	RRM2high	cell32224
-0.166732545	-4.62744135	Malignant	RRM2high	cell32225
-2.495897065	-6.03895897	Malignant	RRM2high	cell32226
-1.398318301	-4.704207364	Malignant	RRM2high	cell32227
-2.906038056	-5.599173012	Malignant	RRM2high	cell32228
-0.428764711	-4.10200161	Malignant	RRM2high	cell32229
-2.027364741	-3.572504225	Malignant	RRM2high	cell32230
-0.382169955	-3.961291256	Malignant	RRM2high	cell32231
-1.188882122	-3.927349749	Malignant	RRM2high	cell32232
-0.496654342	-3.783029023	nonMalignant	RRM2high	cell32233
-1.51943172	-3.94430441	nonMalignant	RRM2high	cell32234
-2.077560077	-4.437194768	Malignant	RRM2high	cell32235
-0.93753017	-4.153366271	Malignant	RRM2high	cell32236
-0.653546135	-3.975505295	Malignant	RRM2high	cell32237
-3.010578404	-5.589640084	Malignant	RRM2high	cell32238
-0.767493466	-4.232659045	Malignant	RRM2high	cell32239
-0.628464977	-3.924184027	Malignant	RRM2high	cell32240
-0.454943972	-3.963450614	Malignant	RRM2high	cell32241
-1.595917354	-3.776922408	Malignant	RRM2high	cell32242
-2.416790495	-5.270988408	Malignant	RRM2high	cell32243
-1.57041193	-3.530823174	Malignant	RRM2high	cell32244
-0.186164478	-4.830466691	Malignant	RRM2high	cell32245
-1.569985996	-4.002599421	Malignant	RRM2high	cell32246
-0.330274476	-4.618313256	nonMalignant	RRM2high	cell32247
-0.411710477	-4.57048172	nonMalignant	RRM2high	cell32248
-2.032577286	3.122447547	CD8s	RRM2high	cell32249
-0.129362042	-4.630041543	Malignant	RRM2high	cell32250
-2.274173866	-3.894176665	Malignant	RRM2high	cell32251
-1.904306064	-4.665613595	Malignant	RRM2high	cell32252
-2.76550294	-4.121089163	Malignant	RRM2high	cell32253
-0.896385441	-3.48920888	Malignant	RRM2high	cell32254
-0.51607428	-4.282596055	Malignant	RRM2high	cell32255
-1.298371981	-4.037817898	Malignant	RRM2high	cell32256
-1.19592006	3.877537784	CD8s	RRM2high	cell32257
-2.847226868	-6.400793973	Malignant	RRM2high	cell32258
-2.00192822	-4.207619134	Malignant	RRM2high	cell32259
-1.114815662	-3.494833651	Malignant	RRM2high	cell32260
-0.552231575	-4.857194844	Malignant	RRM2high	cell32261
-0.422893299	-4.098249856	nonMalignant	RRM2high	cell32262
-0.39037825	-4.610063496	Malignant	RRM2high	cell32263
-0.40712742	-3.95331234	Malignant	RRM2high	cell32264
-0.816246251	-4.153112355	Malignant	RRM2high	cell32265
-2.953481207	-4.65231556	Malignant	RRM2high	cell32266
-2.837780485	-6.033862057	Malignant	RRM2high	cell32267
-0.383898739	-4.029020491	nonMalignant	RRM2high	cell32268
-0.891512285	-4.584154549	Malignant	RRM2high	cell32269
-2.435306559	-5.148948613	Malignant	RRM2high	cell32270
-1.77655829	-4.364225331	Malignant	RRM2high	cell32271
-2.284357438	-4.455384675	Malignant	RRM2high	cell32272
-1.879781733	2.851571617	CD8s	RRM2high	cell32273
-0.588781411	-4.298213902	Malignant	RRM2high	cell32274
-0.587923149	-4.187646809	Malignant	RRM2high	cell32275
0.574940612	-6.445156994	Malignant	RRM2high	cell32276
-1.498286019	-4.232714358	Malignant	RRM2high	cell32277
-2.287132273	-4.824702683	Malignant	RRM2high	cell32278
-0.706929515	-4.544159356	Malignant	RRM2high	cell32279
-1.457782874	-3.4484126	Malignant	RRM2high	cell32280
-3.055281887	-5.447586957	Malignant	RRM2high	cell32281
-3.077219258	-5.693725052	Malignant	RRM2high	cell32282
-2.70865942	-5.629515114	Malignant	RRM2high	cell32283
-0.825776855	-4.683963242	Malignant	RRM2high	cell32284
-2.619524489	-4.683712426	Malignant	RRM2high	cell32285
-0.777867357	-3.904876891	Malignant	RRM2high	cell32286
-0.89024509	-3.671468678	Malignant	RRM2high	cell32287
-2.867125998	-4.615000191	Malignant	RRM2high	cell32288
-0.810326675	-4.486108723	Malignant	RRM2high	cell32289
-2.562023173	-5.858119431	Malignant	RRM2high	cell32290
-7.159452925	-2.598925772	Malignant	RRM2high	cell32291
-2.065558205	2.842960176	CD8s	RRM2high	cell32292
-0.114576886	-4.891971055	nonMalignant	RRM2high	cell32293
-1.762109051	-4.687297764	nonMalignant	RRM2high	cell32294
-1.441008339	-4.575118962	nonMalignant	RRM2high	cell32295
-1.574337135	3.761888084	CD8s	RRM2high	cell32296
-0.99342979	-4.28109068	Malignant	RRM2high	cell32297
0.850282063	-6.586256447	Malignant	RRM2high	cell32298
-0.67269368	-4.387873116	Malignant	RRM2high	cell32299
-0.328300311	-4.348236981	Malignant	RRM2high	cell32300
-2.836384068	-5.734241429	Malignant	RRM2high	cell32301
-0.940876971	-4.46118063	Malignant	RRM2high	cell32302
-2.047168861	2.821881351	CD8s	RRM2high	cell32303
-1.085699151	-4.13724536	Malignant	RRM2high	cell32304
-0.30919453	-4.72133297	Malignant	RRM2high	cell32305
0.807326188	-6.564391556	Malignant	RRM2high	cell32306
-1.052502106	-3.488408747	Malignant	RRM2high	cell32307
-1.215414653	-4.330013695	Malignant	RRM2high	cell32308
-2.166229258	-4.944076481	Malignant	RRM2high	cell32309
-1.495722542	-3.462213698	Malignant	RRM2high	cell32310
-0.48904718	-4.256425562	Malignant	RRM2high	cell32311
-0.177305112	-4.88023943	Malignant	RRM2high	cell32312
-0.714798311	-4.128704491	Malignant	RRM2high	cell32313
-0.524642105	-5.437229577	Malignant	RRM2high	cell32314
-2.241119633	-3.55754632	Malignant	RRM2high	cell32315
-2.352126847	-6.16546196	Malignant	RRM2high	cell32316
-2.818357239	-5.052227917	Malignant	RRM2high	cell32317
-3.073457489	-5.71774191	Malignant	RRM2high	cell32318
-0.760935346	-3.867701951	Malignant	RRM2high	cell32319
-2.839586983	-5.206777039	Malignant	RRM2high	cell32320
-0.156577418	5.450922069	CD4s	RRM2high	cell32321
-3.10172225	-5.472447339	Malignant	RRM2high	cell32322
-2.710725794	-6.014643136	Malignant	RRM2high	cell32323
-2.805618058	-6.326888505	Malignant	RRM2high	cell32324
-2.724987994	-5.373543683	Malignant	RRM2high	cell32325
0.181856026	7.426719245	CD4s	RRM2high	cell32326
-2.248062144	-5.161882821	Malignant	RRM2high	cell32327
-0.378649091	-4.175242367	nonMalignant	RRM2high	cell32328
-1.001200567	-4.423900548	Malignant	RRM2high	cell32329
-0.512169356	-4.954660836	Malignant	RRM2high	cell32330
-1.35191984	-4.388413373	Malignant	RRM2high	cell32331
-1.672534714	3.129854736	CD8s	RRM2high	cell32332
-2.106126199	-5.400941792	Malignant	RRM2high	cell32333
-2.269686709	-4.53717989	Malignant	RRM2high	cell32334
-2.347126971	-5.459140721	Malignant	RRM2high	cell32335
-1.377253185	-4.309635582	Malignant	RRM2high	cell32336
-0.440414059	-4.583314362	Malignant	RRM2high	cell32337
-2.62536026	-5.490197602	Malignant	RRM2high	cell32338
-2.837030897	-5.350365582	Malignant	RRM2high	cell32339
-1.134640704	-3.525999251	Malignant	RRM2high	cell32340
-1.971233139	3.003735122	CD8s	RRM2high	cell32341
-0.340876381	-4.62359232	Malignant	RRM2high	cell32342
-1.387740741	-3.412669364	Malignant	RRM2high	cell32343
-2.418951521	-4.720620575	Malignant	RRM2high	cell32344
-1.568866024	-4.77899355	Malignant	RRM2high	cell32345
-0.904556344	-4.797214928	Malignant	RRM2high	cell32346
-3.094819556	-5.652875367	Malignant	RRM2high	cell32347
-0.804235289	-3.858241263	Malignant	RRM2high	cell32348
-2.510342131	-5.690607491	Malignant	RRM2high	cell32349
-2.03872634	-4.159120026	Malignant	RRM2high	cell32350
-0.687711279	-4.135720196	Malignant	RRM2high	cell32351
-0.29178902	-4.746871892	Malignant	RRM2high	cell32352
-2.458450804	-5.961810532	Malignant	RRM2high	cell32353
-0.872809122	-3.685066643	nonMalignant	RRM2high	cell32354
-2.884027253	-6.48867363	Malignant	RRM2high	cell32355
-2.464838753	-5.565273228	Malignant	RRM2high	cell32356
-2.789930592	-6.223878804	Malignant	RRM2high	cell32357
-0.645317535	-3.881631556	nonMalignant	RRM2high	cell32358
-0.695009152	-4.269469681	Malignant	RRM2high	cell32359
-2.433013926	-4.247474375	Malignant	RRM2high	cell32360
-0.463485027	-4.454044285	Malignant	RRM2high	cell32361
-1.623809586	3.719775733	CD8s	RRM2high	cell32362
-1.036034773	-4.992710057	Malignant	RRM2high	cell32363
-1.543098102	-3.959312621	Malignant	RRM2high	cell32364
-1.121510039	-3.891365233	Malignant	RRM2high	cell32365
-1.722575674	-5.078491154	Malignant	RRM2high	cell32366
-0.539162765	-4.389008942	Malignant	RRM2high	cell32367
-2.816888819	-5.157648984	Malignant	RRM2high	cell32368
-0.492940123	-4.847755375	Malignant	RRM2high	cell32369
-2.487166653	-5.599664155	Malignant	RRM2high	cell32370
-0.918793092	-3.88269538	Malignant	RRM2high	cell32371
-2.960206518	-5.556485119	Malignant	RRM2high	cell32372
-0.508705566	-4.550298634	Malignant	RRM2high	cell32373
-2.611290703	-4.883999291	Malignant	RRM2high	cell32374
-0.845530192	-3.970141354	Malignant	RRM2high	cell32375
-2.122334609	-4.275386515	Malignant	RRM2high	cell32376
-0.617370064	-3.757190409	Malignant	RRM2high	cell32377
-0.270565669	-4.596618596	Malignant	RRM2high	cell32378
-2.664037714	-4.599075738	Malignant	RRM2high	cell32379
-0.40959338	-4.422609749	Malignant	RRM2high	cell32380
-2.545887719	-4.502820912	Malignant	RRM2high	cell32381
-0.10975949	-4.771269265	Malignant	RRM2high	cell32382
-0.742192308	-3.822150651	Malignant	RRM2high	cell32383
-1.425349722	-4.336968365	Malignant	RRM2high	cell32384
-0.191423992	-4.674627724	Malignant	RRM2high	cell32385
-1.796870957	-4.250539485	Malignant	RRM2high	cell32386
-3.023456583	-5.719157639	Malignant	RRM2high	cell32387
-0.428179643	7.351849613	CD4s	RRM2high	cell32388
-0.456146906	-4.194820347	Malignant	RRM2high	cell32389
-2.88167573	-5.257371846	Malignant	RRM2high	cell32390
-2.682288895	-5.440736237	Malignant	RRM2high	cell32391
-1.304176817	-4.161720458	Malignant	RRM2high	cell32392
-0.595750819	-4.356480542	Malignant	RRM2high	cell32393
-2.494138012	-6.208469811	Malignant	RRM2high	cell32394
3.228837242	6.829377708	CD4s	RRM2high	cell32395
-0.524639706	-3.998220625	nonMalignant	RRM2high	cell32396
-1.766971479	-4.320737782	Malignant	RRM2high	cell32397
-2.78320695	-5.754454556	Malignant	RRM2high	cell32398
-1.149894545	-3.663026515	Malignant	RRM2high	cell32399
-0.444849106	-4.143189374	Malignant	RRM2high	cell32400
-2.36843575	-5.788937989	Malignant	RRM2high	cell32401
-0.280993419	-4.427107754	Malignant	RRM2high	cell32402
-0.8962167	-3.791829052	Malignant	RRM2high	cell32403
-0.951482485	-3.737839642	Malignant	RRM2high	cell32404
-1.700540433	-3.663442555	Malignant	RRM2high	cell32405
-0.252846229	7.670195636	CD4s	RRM2high	cell32406
-0.154015909	-4.910533371	Malignant	RRM2high	cell32407
-1.771557699	-4.153231326	nonMalignant	RRM2high	cell32408
-1.933158527	2.9855023	CD8s	RRM2high	cell32409
-1.191444884	-3.519296589	Malignant	RRM2high	cell32410
-2.077747474	2.969236907	CD8s	RRM2high	cell32411
-2.394546042	-5.346112195	Malignant	RRM2high	cell32412
-1.085154543	-4.141158763	Malignant	RRM2high	cell32413
-10.66342736	-0.412028047	BCs	RRM2high	cell32414
-0.579864616	-4.243817034	Malignant	RRM2high	cell32415
-0.902141164	-3.798221055	Malignant	RRM2high	cell32416
-1.753571043	-4.43840355	Malignant	RRM2high	cell32417
-1.080462525	-4.083517733	Malignant	RRM2high	cell32418
-0.371735021	-4.65001339	Malignant	RRM2high	cell32419
-0.135648931	-4.732636872	Malignant	RRM2high	cell32420
-2.031286726	2.828131017	CD8s	RRM2high	cell32421
-1.555237661	-4.102810326	Malignant	RRM2high	cell32422
-0.886956582	-4.819365445	Malignant	RRM2high	cell32423
-2.101296196	-4.051485243	Malignant	RRM2high	cell32424
-2.790373812	-6.361526433	Malignant	RRM2high	cell32425
-1.282522092	-3.624357644	Malignant	RRM2high	cell32426
1.732839336	-6.960995617	nonMalignant	RRM2high	cell32427
-2.902989636	-4.337814751	Malignant	RRM2high	cell32428
-2.789319525	-5.28621048	Malignant	RRM2high	cell32429
-0.899372409	-4.087458554	Malignant	RRM2high	cell32430
-2.499281178	-5.523910466	Malignant	RRM2high	cell32431
-2.384924422	-5.201951447	Malignant	RRM2high	cell32432
-1.82889093	-5.404783192	Malignant	RRM2high	cell32433
-0.893952618	-4.404958668	nonMalignant	RRM2high	cell32434
-0.870503197	-4.561941567	Malignant	RRM2high	cell32435
-1.084999392	-3.709655943	Malignant	RRM2high	cell32436
-2.951494704	-4.148643199	Malignant	RRM2high	cell32437
-1.58515657	-4.243811551	Malignant	RRM2high	cell32438
-1.13346977	-3.472585383	Malignant	RRM2high	cell32439
-1.982886086	-3.602970305	Malignant	RRM2high	cell32440
-1.172250996	-3.442808571	Malignant	RRM2high	cell32441
-1.864443074	-4.443582478	Malignant	RRM2high	cell32442
-1.113610754	-4.483569565	Malignant	RRM2high	cell32443
-0.440600293	-4.059772435	nonMalignant	RRM2high	cell32444
-2.598702679	-5.657485905	Malignant	RRM2high	cell32445
4.892673959	-9.908859673	nonMalignant	RRM2high	cell32446
-2.814610968	-6.396658841	Malignant	RRM2high	cell32447
-0.329251258	-4.678607884	Malignant	RRM2high	cell32448
-0.453373964	-3.93749589	nonMalignant	RRM2high	cell32449
-4.4793501	-3.371777716	Malignant	RRM2high	cell32450
-2.174990425	-3.812743369	Malignant	RRM2high	cell32451
-2.092899213	2.889149961	CD8s	RRM2high	cell32452
-1.241853724	-3.543394986	Malignant	RRM2high	cell32453
-1.65476943	3.090229568	CD8s	RRM2high	cell32454
0.842580428	-6.571874085	Malignant	RRM2high	cell32455
-0.432967822	-5.679131451	Malignant	RRM2high	cell32456
-2.751805792	-5.173347893	Malignant	RRM2high	cell32457
-2.784232865	-4.293057385	Malignant	RRM2high	cell32458
-2.209123979	-5.418481293	Malignant	RRM2high	cell32459
-1.950542341	2.953938064	CD8s	RRM2high	cell32460
-1.70256413	-4.534202519	Malignant	RRM2high	cell32461
-3.116328011	-4.657329026	Malignant	RRM2high	cell32462
-1.148566435	-4.46604723	Malignant	RRM2high	cell32463
-2.337827812	-5.296861592	Malignant	RRM2high	cell32464
-1.257005284	-4.157862368	Malignant	RRM2high	cell32465
-0.084623615	-4.692163411	nonMalignant	RRM2high	cell32466
-2.967966566	-5.068906251	Malignant	RRM2high	cell32467
-1.481078873	-4.182108346	Malignant	RRM2high	cell32468
-2.402733813	-5.427638951	Malignant	RRM2high	cell32469
-1.94503964	2.768956241	CD8s	RRM2high	cell32470
-1.895249377	-4.634461346	Malignant	RRM2high	cell32471
-0.185309405	-4.830981675	Malignant	RRM2high	cell32472
-2.39361001	-4.374667111	Malignant	RRM2high	cell32473
-0.821464697	-3.78307766	Malignant	RRM2high	cell32474
-0.087447743	-4.736131135	nonMalignant	RRM2high	cell32475
-2.125666867	-5.26310915	Malignant	RRM2high	cell32476
-0.134698073	-4.855836335	Malignant	RRM2high	cell32477
-2.530720959	-4.943560544	Malignant	RRM2high	cell32478
-2.182703386	-3.702489558	Malignant	RRM2high	cell32479
-2.122697363	-4.939627114	Malignant	RRM2high	cell32480
-2.633496771	-5.082548562	Malignant	RRM2high	cell32481
-0.697918216	-4.539219323	Malignant	RRM2high	cell32482
-2.883399735	-5.743243161	Malignant	RRM2high	cell32483
-0.607371459	-5.409255448	Malignant	RRM2high	cell32484
-0.715827535	-4.36368126	Malignant	RRM2high	cell32485
-0.852529267	-4.16197342	nonMalignant	RRM2high	cell32486
-1.558860669	-3.544472161	Malignant	RRM2high	cell32487
-1.29808856	3.894557056	CD8s	RRM2high	cell32488
-1.094336818	-4.343968812	Malignant	RRM2high	cell32489
-3.005931149	-5.592355195	Malignant	RRM2high	cell32490
-0.176734442	-4.604211751	Malignant	RRM2high	cell32491
-0.116924475	-4.652819577	Malignant	RRM2high	cell32492
-1.851368199	3.184092102	CD8s	RRM2high	cell32493
-1.476420532	-3.689936581	nonMalignant	RRM2high	cell32494
-0.397477847	-4.153072777	Malignant	RRM2high	cell32495
-0.523597399	-3.996367159	Malignant	RRM2high	cell32496
-2.091674815	-4.291313592	Malignant	RRM2high	cell32497
-2.491077195	-6.057051125	Malignant	RRM2high	cell32498
-0.574967379	-4.447528782	Malignant	RRM2high	cell32499
-1.962361107	-3.550540629	Malignant	RRM2high	cell32500
-0.157611812	-4.794658127	Malignant	RRM2high	cell32501
-0.860175679	-4.521327439	nonMalignant	RRM2high	cell32502
-1.831333051	-3.502769652	Malignant	RRM2high	cell32503
-2.075078736	-5.211883965	nonMalignant	RRM2high	cell32504
-0.659692417	-4.159920874	Malignant	RRM2high	cell32505
-1.664001236	3.234454927	CD8s	RRM2high	cell32506
-2.635662327	-5.680886212	Malignant	RRM2high	cell32507
-0.751851151	-4.405312481	Malignant	RRM2high	cell32508
-0.750590155	-3.699020806	Malignant	RRM2high	cell32509
-0.467989544	-4.534714165	Malignant	RRM2high	cell32510
-2.738134632	-5.21495575	Malignant	RRM2high	cell32511
-2.146645556	-5.870782319	Malignant	RRM2high	cell32512
-1.636849413	-4.566874447	Malignant	RRM2high	cell32513
-0.686170737	-4.073288622	nonMalignant	RRM2high	cell32514
-0.500916714	-4.271399918	Malignant	RRM2high	cell32515
-1.02678747	-3.65733141	Malignant	RRM2high	cell32516
-3.057438145	-5.80341858	Malignant	RRM2high	cell32517
-2.961177836	-6.048024121	Malignant	RRM2high	cell32518
-2.00636209	-3.565278235	Malignant	RRM2high	cell32519
-0.204380433	-4.92097086	Malignant	RRM2high	cell32520
-2.380783806	-5.926183167	Malignant	RRM2high	cell32521
-2.538962374	-5.8307547	Malignant	RRM2high	cell32522
-2.206673155	-5.364664021	Malignant	RRM2high	cell32523
-1.24203677	-3.894114438	Malignant	RRM2high	cell32524
-0.33489343	-4.399006787	nonMalignant	RRM2high	cell32525
0.597930898	6.059437808	CD4s	RRM2high	cell32526
-2.404341469	-5.299016419	Malignant	RRM2high	cell32527
-1.091896901	-4.068424407	Malignant	RRM2high	cell32528
-0.863902489	-3.840094271	Malignant	RRM2high	cell32529
-2.623340855	-6.056375924	Malignant	RRM2high	cell32530
-1.641517411	3.546667394	CD8s	RRM2high	cell32531
-0.485286804	-3.973848048	nonMalignant	RRM2high	cell32532
-1.597178827	-4.528705063	Malignant	RRM2high	cell32533
-1.863449107	-4.59451336	Malignant	RRM2high	cell32534
-1.582268844	-4.091129008	Malignant	RRM2high	cell32535
-2.682369957	-5.487687531	Malignant	RRM2high	cell32536
-0.841552863	-4.092673722	Malignant	RRM2high	cell32537
-0.21749645	-4.750983182	nonMalignant	RRM2high	cell32538
-0.915448139	-3.739493075	Malignant	RRM2high	cell32539
-1.874891649	-4.066678229	Malignant	RRM2high	cell32540
-2.250647793	-4.323264542	Malignant	RRM2high	cell32541
0.253302684	-6.313136044	Malignant	RRM2high	cell32542
-2.187205563	-5.857265416	Malignant	RRM2high	cell32543
-1.703076134	3.640359935	CD8s	RRM2high	cell32544
-0.684080432	-4.321136418	Malignant	RRM2high	cell32545
-1.787568937	-4.036682549	Malignant	RRM2high	cell32546
-1.419085751	3.705856142	CD8s	RRM2high	cell32547
-0.688080172	-4.048649016	Malignant	RRM2high	cell32548
-2.138803611	-4.874353829	Malignant	RRM2high	cell32549
-2.912708054	-4.301282826	Malignant	RRM2high	cell32550
-0.840546797	-4.036014977	Malignant	RRM2high	cell32551
-1.997297416	2.845562753	CD8s	RRM2high	cell32552
0.462496032	7.354466495	CD4s	RRM2high	cell32553
-2.690364609	-5.994487706	Malignant	RRM2high	cell32554
-1.01271684	-3.942506018	Malignant	RRM2high	cell32555
-1.475774656	-4.922114316	Malignant	RRM2high	cell32556
-0.870956848	-4.33426899	Malignant	RRM2high	cell32557
-0.863021562	-3.653176728	Malignant	RRM2high	cell32558
-0.887009273	-4.197635117	Malignant	RRM2high	cell32559
-0.306538532	-4.595090809	Malignant	RRM2high	cell32560
-2.843511114	-6.139753285	Malignant	RRM2high	cell32561
-1.855297337	-4.459430638	nonMalignant	RRM2high	cell32562
-1.200977574	-3.746666613	Malignant	RRM2high	cell32563
-1.636288772	-5.581327858	Malignant	RRM2high	cell32564
-1.78669704	-4.163932744	Malignant	RRM2high	cell32565
-2.307949791	-3.844758692	Malignant	RRM2high	cell32566
-0.871221612	-4.100600424	Malignant	RRM2high	cell32567
-1.5272261	-3.676117602	Malignant	RRM2high	cell32568
-1.589498649	-5.953114453	Malignant	RRM2high	cell32569
-0.390832512	-4.676035824	Malignant	RRM2high	cell32570
-1.890743146	3.11277872	CD8s	RRM2high	cell32571
-0.530873309	-3.905596438	Malignant	RRM2high	cell32572
-1.294761727	3.858960685	CD8s	RRM2high	cell32573
-1.183064709	-4.253482285	Malignant	RRM2high	cell32574
-2.762699614	-5.349477711	Malignant	RRM2high	cell32575
-1.634534488	3.63872343	CD8s	RRM2high	cell32576
-1.866860876	2.858214912	CD8s	RRM2high	cell32577
-0.246379512	-4.69462389	Malignant	RRM2high	cell32578
-0.053903351	-4.670210305	Malignant	RRM2high	cell32579
-0.422989263	-4.327114525	Malignant	RRM2high	cell32580
-0.685502122	-4.045308295	Malignant	RRM2high	cell32581
-2.882097493	-6.196743432	Malignant	RRM2high	cell32582
-1.549347172	-4.360615197	Malignant	RRM2high	cell32583
-0.888142655	-4.632088604	nonMalignant	RRM2high	cell32584
-1.85436822	3.176477489	CD8s	RRM2high	cell32585
-2.19387127	-5.313601914	Malignant	RRM2high	cell32586
-2.072243224	-3.416047278	Malignant	RRM2high	cell32587
-2.068411718	2.823653516	CD8s	RRM2high	cell32588
-1.172107885	-3.528504315	Malignant	RRM2high	cell32589
-1.181743095	-5.705406132	Malignant	RRM2high	cell32590
1.008319368	-6.659504357	Malignant	RRM2high	cell32591
-0.588147203	-4.264917317	Malignant	RRM2high	cell32592
-2.744974385	-4.951677743	Malignant	RRM2high	cell32593
1.726318826	-6.957433644	nonMalignant	RRM2high	cell32594
-1.223881314	-4.204664412	Malignant	RRM2high	cell32595
-2.001588474	2.962554512	CD8s	RRM2high	cell32596
-1.911751995	3.069709358	CD8s	RRM2high	cell32597
-0.958607624	-4.371753159	Malignant	RRM2high	cell32598
-0.608313853	-4.313250008	Malignant	RRM2high	cell32599
-0.470991182	-4.300853673	Malignant	RRM2high	cell32600
-0.72121955	-3.798683587	Malignant	RRM2high	cell32601
-2.366455088	-3.704681101	Malignant	RRM2high	cell32602
-1.339428017	-3.863510552	Malignant	RRM2high	cell32603
-1.867054115	3.315461454	CD8s	RRM2high	cell32604
-2.651752959	-3.649215165	Malignant	RRM2high	cell32605
-1.881222377	-3.519643488	Malignant	RRM2high	cell32606
-2.472574721	-5.556118432	Malignant	RRM2high	cell32607
-1.20353056	-3.672233525	Malignant	RRM2high	cell32608
-1.914812336	3.082666215	CD8s	RRM2high	cell32609
-1.881783734	-4.824369374	nonMalignant	RRM2high	cell32610
-2.94309927	-6.251058522	Malignant	RRM2high	cell32611
-1.533918152	-4.225933257	Malignant	RRM2high	cell32612
-2.216664086	-3.49646658	Malignant	RRM2high	cell32613
-2.792126427	-5.856469098	Malignant	RRM2high	cell32614
-2.718782196	-4.635135117	Malignant	RRM2high	cell32615
-1.406961689	-4.000030699	Malignant	RRM2high	cell32616
-2.449635277	-4.803533974	Malignant	RRM2high	cell32617
-1.931161414	-3.449520293	Malignant	RRM2high	cell32618
-2.762979517	-4.252252284	Malignant	RRM2high	cell32619
-0.99041457	-3.551651898	Malignant	RRM2high	cell32620
-0.397128182	-4.073400679	Malignant	RRM2high	cell32621
-0.884650836	-4.028164807	Malignant	RRM2high	cell32622
-2.789792071	-4.124625388	Malignant	RRM2high	cell32623
-2.345308194	7.913900909	CD4s	RRM2high	cell32624
-1.665105114	-3.884374085	Malignant	RRM2high	cell32625
-1.021853218	-4.293707314	Malignant	RRM2high	cell32626
0.11003532	-6.156841698	Malignant	RRM2high	cell32627
-4.866957198	-2.80061883	Malignant	RRM2high	cell32628
-2.834145794	-5.431094113	Malignant	RRM2high	cell32629
-2.686347256	-6.122014466	Malignant	RRM2high	cell32630
0.527983358	-6.428286496	Malignant	RRM2high	cell32631
-1.573222051	-4.436784688	Malignant	RRM2high	cell32632
-2.137831221	9.862664756	CD8s	RRM2high	cell32633
-1.277476678	-3.363362017	Malignant	RRM2high	cell32634
-0.35560823	-4.872013512	Malignant	RRM2high	cell32635
-0.787206093	-3.999782982	Malignant	RRM2high	cell32636
0.754089107	-6.543321076	Malignant	RRM2high	cell32637
-1.353063057	-3.454842749	Malignant	RRM2high	cell32638
-0.70004342	-4.255770388	Malignant	RRM2high	cell32639
-0.093058983	-4.788377705	Malignant	RRM2high	cell32640
-3.080697069	-5.379698697	Malignant	RRM2high	cell32641
-0.661047886	-4.337559166	Malignant	RRM2high	cell32642
-3.024312506	-5.248839322	Malignant	RRM2high	cell32643
-1.153622578	-3.566227379	Malignant	RRM2high	cell32644
-1.122944782	-4.12341136	Malignant	RRM2high	cell32645
-0.431675813	-4.569276753	Malignant	RRM2high	cell32646
5.92920207	-4.317548218	DCs	RRM2high	cell32647
-0.440788681	-4.246318522	nonMalignant	RRM2high	cell32648
-0.879225502	-4.023514691	Malignant	RRM2high	cell32649
-1.780210624	3.000568685	CD8s	RRM2high	cell32650
1.884001007	-7.067895833	nonMalignant	RRM2high	cell32651
